"Nuclide","Half Life","f1","Adrenals","Urinary Bladder","Bone Surface","Brain","Breast","Esophagus","Stomach","Small Intestine","Upper Large Intestine","Lower Large Intestine","Colon","Kidneys","Liver","Muscle","Ovaries","Pancreas","Red Marrow","Extratrachial Airways","Lungs","Skin","Spleen","Testes","Thymus","Thyroid","Uterus","Remainder","E"
"Tm-162","21.7m","0.0005","4.4E-12","1.9E-12","1.4E-12","4.2E-14","1.2E-12","8.9E-13","2E-10","5.4E-11","2.4E-11","5.8E-12","1.6E-11","4.9E-12","2.9E-12","2.3E-12","7E-12","1.6E-11","2.4E-12","1.5E-13","1.8E-12","9.5E-13","1E-11","4.4E-13","8.9E-13","1.5E-13","5.9E-12","3.4E-12","2.9E-11"
"Tm-166","7.70h","0.0005","4.1E-11","9.8E-11","3.5E-11","4.3E-13","9.7E-12","7E-12","3.5E-10","6.4E-10","1.3E-09","1E-09","1.2E-09","8.2E-11","5.8E-11","5E-11","3.6E-10","9.5E-11","7.2E-11","1.7E-12","1.4E-11","2E-11","6.5E-11","2.7E-11","7E-12","1.7E-12","2E-10","6.1E-11","2.8E-10"
"Tm-167","9.24d","0.0005","8.1E-12","5.8E-11","4.2E-11","8.7E-14","1E-12","7.5E-13","2E-10","5.4E-10","2.4E-09","6.3E-09","4.1E-09","2.1E-11","1.4E-11","2E-11","1.9E-10","2E-11","3.1E-11","1.6E-13","1.9E-12","5.4E-12","1.5E-11","1.4E-11","7.5E-13","1.6E-13","8.4E-11","3E-11","5.6E-10"
"Tm-170","128.6d","0.0005","1E-12","3.4E-12","7E-11","7E-13","7.1E-13","7.1E-13","3.8E-10","9.6E-10","5.8E-09","1.7E-08","1.1E-08","1.5E-12","9.7E-12","1.5E-12","9.5E-12","1.5E-12","4.6E-11","7E-13","7.6E-13","9E-13","1.3E-12","1.3E-12","7.1E-13","7E-13","4.6E-12","2.2E-11","1.3E-09"
"Tm-171","1.92y","0.0005","3E-13","6E-13","2E-10","2.6E-13","2.5E-13","2.6E-13","3E-11","7.5E-11","4.5E-10","1.3E-09","8.2E-10","3.6E-13","3.4E-12","3.7E-13","1.5E-12","3.6E-13","1.7E-11","2.5E-13","2.7E-13","2.7E-13","3.3E-13","3.2E-13","2.6E-13","2.5E-13","7.6E-13","1.9E-12","1.1E-10"
"Tm-172","63.6h","0.0005","2.4E-11","1E-10","3.2E-11","3.4E-13","5.8E-12","4.3E-12","7.1E-10","1.8E-09","8.1E-09","1.8E-08","1.3E-08","5.1E-11","3.6E-11","4.2E-11","3.4E-10","4.7E-11","6.4E-11","1.3E-12","8.2E-12","1.7E-11","3.6E-11","3.2E-11","4.3E-12","1.3E-12","1.5E-10","7.6E-11","1.7E-09"
"Tm-173","8.24h","0.0005","9.7E-12","2.5E-11","8.7E-12","4.1E-14","1.8E-12","1.3E-12","4E-10","7.4E-10","2E-09","1.9E-09","2E-09","2E-11","1.4E-11","1.2E-11","9.1E-11","2.3E-11","1.9E-11","2.3E-13","2.8E-12","4.2E-12","1.6E-11","6.5E-12","1.3E-12","2.3E-13","5.1E-11","2.7E-11","3.1E-10"
"Tm-175","15.2m","0.0005","2.3E-12","7.5E-13","6E-13","1.5E-14","5.6E-13","4.1E-13","2E-10","4.1E-11","1.7E-11","1.5E-11","1.6E-11","2.3E-12","1.4E-12","1E-12","2.8E-12","8.4E-12","1.1E-12","6.1E-14","8.7E-13","4.3E-13","5.3E-12","1.7E-13","4.1E-13","6.1E-14","2.3E-12","1.9E-12","2.7E-11"
"Yb-162","18.9m","0.0005","3.5E-12","2.4E-12","1.5E-12","3.1E-14","8.8E-13","6.4E-13","1.4E-10","7.3E-11","3.9E-11","8.3E-12","2.6E-11","4.6E-12","2.8E-12","2.2E-12","9.6E-12","1.2E-11","2.6E-12","1.1E-13","1.3E-12","8.7E-13","7.9E-12","5.1E-13","6.4E-13","1.1E-13","7.9E-12","3.7E-12","2.3E-11"
"Yb-166","56.7h","0.0005","6.2E-11","3.8E-10","1.2E-10","7.9E-13","1.4E-11","1E-11","3E-10","1.2E-09","3.2E-09","7.5E-09","5E-09","1.5E-10","9.9E-11","1.4E-10","1.2E-09","1.1E-10","2.1E-10","3.2E-12","2E-11","5.1E-11","9.4E-11","1.2E-10","1E-11","3.2E-12","5E-10","1.5E-10","9.5E-10"
"Yb-167","17.5m","0.0005","7.2E-13","3.2E-13","5.1E-13","9.7E-16","1.3E-13","7.2E-14","4.4E-11","1.1E-11","7E-12","9.2E-12","7.9E-12","8.6E-13","4.7E-13","3.9E-13","1.4E-12","3.5E-12","3.6E-13","5.7E-15","2.8E-13","1.1E-13","2.1E-12","4.5E-14","7.2E-14","5.7E-15","1.1E-12","6.1E-13","6.7E-12"
"Yb-169","32.01d","0.0005","1.9E-11","1.4E-10","1.1E-10","2.9E-13","2.1E-12","1.6E-12","2.6E-10","7.6E-10","2.8E-09","7.3E-09","4.7E-09","4.9E-11","3.2E-11","4.6E-11","4.4E-10","4.5E-11","7.2E-11","3.7E-13","4.2E-12","1.2E-11","3.5E-11","3.3E-11","1.6E-12","3.7E-13","2E-10","5.9E-11","7.1E-10"
"Yb-175","4.19d","0.0005","2.3E-12","1.2E-11","9.1E-12","1.5E-14","3.8E-13","2.8E-13","1.6E-10","4E-10","2.1E-09","5.1E-09","3.4E-09","5.5E-12","3.5E-12","4.4E-12","3.8E-11","4.8E-12","7.4E-12","5.8E-14","6.2E-13","1.4E-12","3.8E-12","3.5E-12","2.8E-13","5.8E-14","1.8E-11","1.2E-11","4.4E-10"
"Yb-177","1.9h","0.0005","1.8E-12","2.1E-12","1.2E-12","1.3E-14","3.9E-13","2.8E-13","3.8E-10","3.8E-10","4.3E-10","2E-10","3.3E-10","2.8E-12","1.8E-12","1.5E-12","8.6E-12","5.2E-12","2E-12","5.1E-14","6.2E-13","5.5E-13","3.4E-12","4.7E-13","2.8E-13","5.1E-14","6.2E-12","9.4E-12","8.8E-11"
"Yb-178","74m","0.0005","9.9E-13","1.2E-12","5.8E-13","9.3E-15","2.3E-13","1.7E-13","4.9E-10","6.1E-10","5.3E-10","1.2E-10","3.5E-10","1.6E-12","1.1E-12","8.3E-13","4.9E-12","2.9E-12","1.1E-12","3.3E-14","3.5E-13","3.3E-13","1.9E-12","2.6E-13","1.7E-13","3.3E-14","3.6E-12","3.1E-10","1.2E-10"
"Lu-169","34.06h","0.0005","4.5E-11","1.9E-10","6.7E-11","4.6E-13","1E-11","7.3E-12","2.9E-10","7.6E-10","1.7E-09","2.7E-09","2.2E-09","9.9E-11","7E-11","7.7E-11","6.4E-10","9.5E-11","1.2E-10","1.9E-12","1.5E-11","2.9E-11","7E-11","5.5E-11","7.3E-12","1.9E-12","3E-10","8.9E-11","4.6E-10"
"Lu-170","2.00d","0.0005","1.1E-10","4.4E-10","1.3E-10","1.8E-12","2.8E-11","2.1E-11","6E-10","1.6E-09","3.6E-09","5.8E-09","4.5E-09","2.3E-10","1.6E-10","1.8E-10","1.5E-09","2.1E-10","2.7E-10","6.3E-12","3.8E-11","7.5E-11","1.7E-10","1.4E-10","2.1E-11","6.3E-12","6.7E-10","2.1E-10","9.9E-10"
"Lu-171","8.22d","0.0005","4.1E-11","2.2E-10","8.3E-11","4.2E-13","8.3E-12","6.1E-12","3E-10","8.8E-10","2.4E-09","5.5E-09","3.8E-09","9.3E-11","6.4E-11","8.2E-11","7.3E-10","8.6E-11","1.3E-10","1.5E-12","1.2E-11","2.9E-11","6.5E-11","6.6E-11","6.1E-12","1.5E-12","3.2E-10","9.5E-11","6.7E-10"
"Lu-172","6.70d","0.0005","1.1E-10","5.4E-10","1.7E-10","1.3E-12","2.4E-11","1.8E-11","6.4E-10","1.9E-09","4.4E-09","9E-09","6.3E-09","2.4E-10","1.7E-10","2.1E-10","1.8E-09","2.2E-10","3.2E-10","4.9E-12","3.5E-11","7.8E-11","1.7E-10","1.7E-10","1.8E-11","4.9E-12","7.8E-10","2.3E-10","1.3E-09"
"Lu-173","1.37y","0.0005","1.1E-11","6.2E-11","2.5E-10","1.9E-12","1.6E-12","1.7E-12","9.5E-11","2.9E-10","9.3E-10","2.4E-09","1.6E-09","2.2E-11","1.8E-11","2.1E-11","2.1E-10","2.1E-11","5.2E-11","1.4E-12","3.4E-12","6.1E-12","1.5E-11","1.5E-11","1.7E-12","1.4E-12","9E-11","2.6E-11","2.6E-10"
"Lu-174","3.31y","0.0005","1.3E-11","5.1E-11","5.4E-10","3.6E-12","3E-12","3.2E-12","9.4E-11","2.7E-10","9.8E-10","2.6E-09","1.7E-09","2.2E-11","2.1E-11","2E-11","1.7E-10","2E-11","7.6E-11","2.7E-12","5.2E-12","7.2E-12","1.5E-11","1.4E-11","3.2E-12","2.7E-12","7.4E-11","2.5E-11","2.7E-10"
"Lu-174m","142d","0.0005","4.3E-12","3.1E-11","2.8E-10","7.1E-13","6.3E-13","6.2E-13","1.6E-10","4.4E-10","2.2E-09","6.3E-09","4E-09","1E-11","9.5E-12","1E-11","1.1E-10","9.9E-12","3.7E-11","4.9E-13","1.3E-12","2.7E-12","7E-12","6.8E-12","6.2E-13","4.9E-13","4.5E-11","1.9E-11","5.3E-10"
"Lu-176","3.60E10y","0.0005","1.3E-10","2.3E-10","1.2E-08","5.1E-11","2.8E-11","3.8E-11","5.3E-10","1.4E-09","6E-09","1.7E-08","1.1E-08","1.4E-10","2.3E-10","1.1E-10","6.5E-10","1.3E-10","1.3E-09","3.9E-11","5.5E-11","4.6E-11","8.9E-11","7.3E-11","3.8E-11","3.9E-11","3.2E-10","1.3E-10","1.8E-09"
"Lu-176m","3.68h","0.0005","2.1E-13","4.6E-13","4.4E-13","3.3E-15","2.8E-14","1.7E-14","4.7E-10","6.6E-10","1.1E-09","6.1E-10","9.1E-10","4.4E-13","3E-13","2.5E-13","1.9E-12","7.5E-13","3.3E-13","4.1E-15","6.3E-14","6.6E-14","4.8E-13","6.5E-14","1.7E-14","4.1E-15","1.3E-12","1.4E-11","1.7E-10"
"Lu-177","6.71d","0.0005","2.1E-12","1.3E-11","1.7E-11","1.4E-14","2.7E-13","2E-13","1.8E-10","4.5E-10","2.4E-09","6.4E-09","4.2E-09","5.2E-12","3.3E-12","4.3E-12","3.8E-11","4.6E-12","7.6E-12","3.6E-14","4.9E-13","1.3E-12","3.6E-12","3.2E-12","2E-13","3.6E-14","1.8E-11","1.3E-11","5.3E-10"
"Lu-177m","160.9d","0.0005","7.4E-11","4E-10","7E-10","4.9E-12","1.2E-11","1E-11","6.4E-10","1.9E-09","6.3E-09","1.7E-08","1.1E-08","1.6E-10","1.1E-10","1.4E-10","1.2E-09","1.4E-10","2.8E-10","4.8E-12","2.1E-11","4.5E-11","1.1E-10","1.1E-10","1E-11","4.8E-12","5.6E-10","1.7E-10","1.7E-09"
"Lu-178","28.4m","0.0005","4.4E-13","2.2E-13","1.6E-13","4.2E-15","1.2E-13","9.1E-14","3.7E-10","1.3E-10","4.1E-11","3.8E-12","2.5E-11","5.3E-13","3.2E-13","2.5E-13","8.7E-13","1.6E-12","2.7E-13","1.6E-14","1.8E-13","1E-13","1E-12","5.3E-14","9.1E-14","1.6E-14","7.3E-13","3E-12","4.7E-11"
"Lu-178m","22.7m","0.0005","3.5E-12","1.4E-12","1.3E-12","1.3E-14","7.3E-13","5.1E-13","2.8E-10","8.2E-11","2.9E-11","5.3E-12","1.9E-11","3.9E-12","2.2E-12","1.7E-12","5.7E-12","1.3E-11","1.9E-12","6E-14","1.3E-12","6.3E-13","8.5E-12","2.4E-13","5.1E-13","6E-14","4.8E-12","3.4E-12","3.8E-11"
"Lu-179","4.59h","0.0005","5.5E-13","1.1E-12","5.5E-13","5.3E-15","9.2E-14","6.7E-14","4.7E-10","7.3E-10","1.5E-09","9.3E-10","1.2E-09","1.1E-12","7.1E-13","5.9E-13","4.1E-12","1.5E-12","8.7E-13","1.2E-14","1.6E-13","1.9E-13","9.9E-13","2.2E-13","6.7E-14","1.2E-14","2.7E-12","1.6E-11","2.1E-10"
"Hf-170","16.01h","0.002","3.7E-11","1.8E-10","6.1E-11","6.8E-13","7.9E-12","6E-12","2.8E-10","7.6E-10","1.9E-09","3.2E-09","2.5E-09","8.1E-11","5.5E-11","6.8E-11","5.7E-10","7.5E-11","1E-10","1.8E-12","1.2E-11","2.5E-11","5.7E-11","5.3E-11","6E-12","1.8E-12","2.6E-10","8E-11","4.8E-10"
"Hf-172","1.87y","0.002","2.2E-10","2.1E-10","6.4E-09","1.3E-10","6.5E-11","8.5E-11","3E-10","8.4E-10","2.9E-09","8.6E-09","5.3E-09","1.8E-10","1.1E-10","1.5E-10","6.2E-10","1.5E-10","9.7E-10","9.4E-11","1.1E-10","8.1E-11","1.1E-10","8.7E-11","8.5E-11","9.4E-11","2.9E-10","1.6E-10","1E-09"
"Hf-173","24.0h","0.002","1.7E-11","7.4E-11","3.7E-11","1.3E-13","2.4E-12","1.7E-12","1.6E-10","3.9E-10","1E-09","1.5E-09","1.2E-09","3.8E-11","2.6E-11","2.9E-11","2.5E-10","3.9E-11","4.3E-11","3.6E-13","4.3E-12","8.8E-12","2.8E-11","1.8E-11","1.7E-12","3.6E-13","1.2E-10","3.5E-11","2.3E-10"
"Hf-175","70d","0.002","2.8E-11","1.5E-10","1.2E-10","3.1E-12","5.2E-12","4.8E-12","1.8E-10","5.3E-10","1.4E-09","3.4E-09","2.3E-09","5.9E-11","3.8E-11","5.2E-11","4.6E-10","5.3E-11","9.9E-11","2.9E-12","8.9E-12","1.7E-11","4.1E-11","4.3E-11","4.8E-12","2.9E-12","2.1E-10","6E-11","4.1E-10"
"Hf-177m","51.4m","0.002","1.3E-11","9.2E-12","6.4E-12","4.7E-14","2.6E-12","1.8E-12","4.7E-10","2.5E-10","1.8E-10","4.1E-11","1.2E-10","1.7E-11","1E-11","8E-12","3.8E-11","4.6E-11","1E-11","2.2E-13","4.4E-12","2.8E-12","2.9E-11","1.5E-12","1.8E-12","2.2E-13","3.1E-11","1.3E-11","8.1E-11"
"Hf-178m","31y","0.002","2E-09","1.5E-09","4.5E-08","1.1E-09","5.2E-10","7.1E-10","1.7E-09","4.4E-09","9.7E-09","2.3E-08","1.5E-08","1.6E-09","9.3E-10","1.2E-09","4.1E-09","1.4E-09","8.3E-09","8E-10","9.7E-10","6.5E-10","9.7E-10","6.6E-10","7.1E-10","8E-10","2.2E-09","1.2E-09","4.7E-09"
"Hf-179m","25.1d","0.002","6.2E-11","3.4E-10","2.9E-10","3.3E-12","1.1E-11","9.2E-12","5E-10","1.5E-09","4.6E-09","1.2E-08","7.6E-09","1.4E-10","8.9E-11","1.2E-10","1E-09","1.2E-10","2.1E-10","3.9E-12","1.8E-11","3.9E-11","9.6E-11","9.9E-11","9.2E-12","3.9E-12","4.8E-10","1.4E-10","1.2E-09"
"Hf-180m","5.5h","0.002","2E-11","4.3E-11","1.9E-11","9.1E-14","3.5E-12","2.5E-12","2.8E-10","4.5E-10","9E-10","5.9E-10","7.7E-10","3.9E-11","2.7E-11","2.3E-11","1.6E-10","5.2E-11","3.3E-11","4.1E-13","5.8E-12","7.5E-12","3.5E-11","9.8E-12","2.5E-12","4.1E-13","9.9E-11","3.1E-11","1.7E-10"
"Hf-181","42.4d","0.002","4.1E-11","2E-10","4E-10","3.3E-12","8E-12","6.9E-12","4.1E-10","1.1E-09","4.3E-09","1.2E-08","7.4E-09","8.7E-11","5.6E-11","7.5E-11","6.4E-10","7.7E-11","1.5E-10","3.5E-12","1.3E-11","2.6E-11","6.1E-11","6.4E-11","6.9E-12","3.5E-12","2.9E-10","9.4E-11","1.1E-09"
"Hf-182","9E6y","0.002","1.6E-09","6.2E-10","7.3E-08","9.5E-10","4.6E-10","6.2E-10","7.1E-10","1.5E-09","2.7E-09","6.2E-09","4.2E-09","1.1E-09","6.3E-10","7.9E-10","1.4E-09","9.3E-10","9.3E-09","7E-10","8E-10","5E-10","6.6E-10","3.7E-10","6.2E-10","7E-10","9.1E-10","8.2E-10","3E-09"
"Hf-182m","61.5m","0.002","5.9E-12","4.7E-12","3.1E-12","3.2E-14","1.3E-12","9E-13","2.2E-10","1.4E-10","1.1E-10","2.8E-11","7.4E-11","8.2E-12","5E-12","4E-12","2E-11","2E-11","5.1E-12","1.3E-13","2.1E-12","1.4E-12","1.3E-11","9.1E-13","9E-13","1.3E-13","1.5E-11","6.8E-12","4.2E-11"
"Hf-183","64m","0.002","4.9E-12","4.7E-12","3.1E-12","3.6E-14","1.1E-12","8.1E-13","3.7E-10","2.5E-10","2.2E-10","1.7E-10","2E-10","6.9E-12","4.3E-12","3.5E-12","1.9E-11","1.6E-11","4.6E-12","1.4E-13","1.8E-12","1.3E-12","1E-11","1E-12","8.1E-13","1.4E-13","1.4E-11","8.7E-12","7.3E-11"
"Hf-184","4.12h","0.002","1.8E-11","6.2E-11","2.2E-11","1.7E-13","3.3E-12","2.4E-12","6E-10","1.2E-09","3.3E-09","3.3E-09","3.3E-09","3.9E-11","2.8E-11","2.7E-11","2.2E-10","3.7E-11","4.2E-11","5.9E-13","5.1E-12","9.5E-12","2.6E-11","1.7E-11","2.4E-12","5.9E-13","1.1E-10","5.1E-11","5.2E-10"
"Ta-172","36.8m","0.001","6.4E-12","3.7E-12","2.4E-12","4.6E-14","1.6E-12","1.2E-12","3.5E-10","1.5E-10","7.8E-11","1.6E-11","5.1E-11","7.9E-12","4.7E-12","3.7E-12","1.5E-11","2.3E-11","4.3E-12","1.9E-13","2.5E-12","1.5E-12","1.4E-11","8E-13","1.2E-12","1.9E-13","1.2E-11","6.7E-12","5.3E-11"
"Ta-173","3.65h","0.001","1E-11","2.6E-11","1.2E-11","6.3E-14","2E-12","1.4E-12","4.3E-10","6.2E-10","1.1E-09","7.6E-10","9.7E-10","2.1E-11","1.4E-11","1.3E-11","9.6E-11","2.8E-11","1.8E-11","2.6E-13","3.2E-12","4.3E-12","1.9E-11","6.1E-12","1.4E-12","2.6E-13","5.5E-11","2.5E-11","1.9E-10"
"Ta-174","1.2h","0.001","4.4E-12","3.9E-12","2.4E-12","2.2E-14","9.2E-13","6.5E-13","3.2E-10","2.3E-10","1.8E-10","4E-11","1.2E-10","6.4E-12","3.9E-12","3.1E-12","1.6E-11","1.5E-11","3.9E-12","9.6E-14","1.5E-12","1.1E-12","9.5E-12","7.2E-13","6.5E-13","9.6E-14","1.3E-11","7.8E-12","5.7E-11"
"Ta-175","10.5h","0.001","2.5E-11","7.2E-11","2.8E-11","2.4E-13","5.4E-12","3.9E-12","2.1E-10","4.3E-10","9.6E-10","9.1E-10","9.4E-10","5.2E-11","3.7E-11","3.4E-11","2.6E-10","5.7E-11","4.9E-11","9.6E-13","8E-12","1.3E-11","4E-11","1.9E-11","3.9E-12","9.6E-13","1.4E-10","4.1E-11","2.1E-10"
"Ta-176","8.08h","0.001","4.7E-11","1.1E-10","4E-11","6E-13","1.2E-11","8.5E-12","3.8E-10","7E-10","1.5E-09","1.1E-09","1.3E-09","9.4E-11","6.7E-11","5.8E-11","4.2E-10","1.1E-10","8.3E-11","2.2E-12","1.6E-11","2.4E-11","7.4E-11","3.2E-11","8.5E-12","2.2E-12","2.3E-10","7E-11","3.1E-10"
"Ta-177","56.6h","0.001","3E-12","2.2E-11","1.5E-11","2.8E-14","3.3E-13","2.1E-13","5.1E-11","1.4E-10","4.7E-10","9.7E-10","6.9E-10","8.3E-12","5.7E-12","7.6E-12","7.7E-11","8.6E-12","1.1E-11","5E-14","6.9E-13","1.9E-12","6E-12","4.7E-12","2.1E-13","5E-14","3.5E-11","1E-11","1.1E-10"
"Ta-178m","2.2h","0.001","1.1E-11","1.4E-11","8.4E-12","3.6E-14","2E-12","1.4E-12","2.4E-10","2.4E-10","3.2E-10","1.1E-10","2.3E-10","1.9E-11","1.2E-11","9.6E-12","6E-11","3.5E-11","1.3E-11","1.9E-13","3.5E-12","3.2E-12","2.3E-11","2.6E-12","1.4E-12","1.9E-13","4.3E-11","1.4E-11","7.2E-11"
"Ta-179","664.9d","0.001","2E-12","1.7E-11","1.3E-11","3.3E-13","3.3E-13","3.3E-13","2.5E-11","7.8E-11","2.4E-10","6.1E-10","4E-10","7.3E-12","3.7E-12","5.6E-12","5.9E-11","5.4E-12","8.1E-12","3.1E-13","6.3E-13","1.4E-12","3.9E-12","3.7E-12","3.3E-13","3.1E-13","2.5E-11","6.9E-12","6.5E-11"
"Ta-180m","1.0E13y","0.001","4.3E-11","2.3E-10","9.9E-11","5.1E-12","8.8E-12","8.4E-12","3.3E-10","9.7E-10","3.1E-09","8E-09","5.2E-09","1.2E-10","6E-11","8.1E-11","6.9E-10","8.3E-11","1.3E-10","5.6E-12","1.4E-11","2.7E-11","6.6E-11","6.6E-11","8.4E-12","5.6E-12","3.2E-10","9.7E-11","8.4E-10"
"Ta-180","8.1h","0.001","1.1E-12","4E-12","3.6E-12","4.6E-15","1.1E-13","5.6E-14","7.1E-11","1.3E-10","3.5E-10","3.3E-10","3.4E-10","2.7E-12","1.9E-12","1.9E-12","1.7E-11","3.8E-12","2.4E-12","7.9E-15","2.7E-13","4.5E-13","2.4E-12","6.7E-13","5.6E-14","7.9E-15","9.4E-12","4.6E-12","5.4E-11"
"Ta-182","115.0d","0.001","8.9E-11","4.2E-10","1.4E-10","6.2E-12","2.2E-11","1.9E-11","6.2E-10","1.8E-09","5.5E-09","1.4E-08","9.2E-09","2.2E-10","1.3E-10","1.6E-10","1.4E-09","1.7E-10","2.5E-10","9E-12","3.1E-11","6.4E-11","1.3E-10","1.3E-10","1.9E-11","9E-12","6E-10","1.9E-10","1.5E-09"
"Ta-182m","15.84m","0.001","6.1E-13","2.3E-13","3.2E-13","1.8E-15","1.2E-13","7.5E-14","8.9E-11","1.9E-11","5.2E-12","2.1E-12","3.9E-12","7E-13","3.8E-13","3E-13","9.4E-13","2.6E-12","3E-13","7.2E-15","2.3E-13","9.8E-14","1.7E-12","3.8E-14","7.5E-14","7.2E-15","7.6E-13","7E-13","1.2E-11"
"Ta-183","5.1d","0.001","1.7E-11","1E-10","6.1E-11","3.9E-13","2.6E-12","2E-12","4.9E-10","1.3E-09","5.9E-09","1.5E-08","9.8E-09","4.5E-11","2.6E-11","3.5E-11","3.1E-10","3.8E-11","5.6E-11","6.2E-13","4.4E-12","1.1E-11","2.9E-11","2.6E-11","2E-12","6.2E-13","1.5E-10","5.9E-11","1.3E-09"
"Ta-184","8.7h","0.001","4.1E-11","1.1E-10","3.7E-11","2.7E-13","8.1E-12","5.8E-12","8.3E-10","1.6E-09","4E-09","3.8E-09","4E-09","8.3E-11","5.8E-11","5.2E-11","3.9E-10","9.6E-11","7.7E-11","1.2E-12","1.3E-11","1.9E-11","6.5E-11","2.8E-11","5.8E-12","1.2E-12","2.1E-10","8.2E-11","6.8E-10"
"Ta-185","49m","0.001","1.1E-12","7.5E-13","7.4E-13","4E-15","2E-13","1.3E-13","4.7E-10","2.6E-10","1.3E-10","2.3E-11","8.6E-11","1.5E-12","8.6E-13","6.9E-13","3.3E-12","4.2E-12","8E-13","1.5E-14","3.8E-13","2.2E-13","2.6E-12","1.1E-13","1.3E-13","1.5E-14","2.7E-12","6.2E-12","6.8E-11"
"Ta-186","10.5m","0.001","2.5E-12","6.3E-13","6.5E-13","1.3E-14","5.9E-13","4.3E-13","2.6E-10","3.8E-11","8.8E-12","2E-12","5.9E-12","2.5E-12","1.4E-12","1.1E-12","2.3E-12","9.7E-12","1.1E-12","5.8E-14","9.5E-13","4.3E-13","6E-12","1.4E-13","4.3E-13","5.8E-14","2E-12","1.9E-12","3.3E-11"
"W-176","2.3h","0.3","1.4E-11","5.8E-11","1.7E-11","2.4E-12","4.4E-12","4.3E-12","1.3E-10","2.2E-10","4.7E-10","3.8E-10","4.3E-10","2.8E-11","2E-11","1.8E-11","1.2E-10","2.7E-11","2.4E-11","3.1E-12","6.1E-12","7.7E-12","2.2E-11","1.2E-11","4.3E-12","3.1E-12","6.3E-11","2.1E-11","1E-10"
"W-177","135m","0.3","1E-11","2.2E-11","9.3E-12","1E-12","2.7E-12","2.4E-12","1.8E-10","1.6E-10","2.3E-10","1.1E-10","1.8E-10","1.7E-11","1.1E-11","8.8E-12","4.9E-11","3E-11","1.1E-11","1.4E-12","4.2E-12","3.5E-12","2E-11","3.6E-12","2.4E-12","1.4E-12","3.4E-11","1.2E-11","5.8E-11"
"W-178","21.7d","0.3","1.4E-11","8.3E-11","5.4E-11","3.8E-12","3.4E-12","3.8E-12","8.3E-11","2.1E-10","8.2E-10","2.1E-09","1.4E-09","1.1E-10","3.2E-11","1.8E-11","1.4E-10","2.2E-11","3.2E-11","3.4E-12","5.9E-12","6.8E-12","9.1E-11","1.3E-11","3.8E-12","3.4E-12","6.4E-11","2.3E-11","2.2E-10"
"W-179","37.5m","0.3","2.6E-13","2.5E-13","3.3E-13","1.5E-14","4.7E-14","3E-14","2.2E-11","8.6E-12","4.8E-12","9.6E-13","3.2E-12","3.7E-13","2.1E-13","2E-13","9.2E-13","1.6E-12","1.7E-13","1.6E-14","1.2E-13","5.5E-14","8.8E-13","2.5E-14","3E-14","1.6E-14","7.2E-13","3.8E-13","3.3E-12"
"W-181","121.2d","0.3","1E-11","3.1E-11","6.1E-11","3.9E-12","1.8E-12","2.3E-12","3.3E-11","7.9E-11","2.6E-10","6.7E-10","4.4E-10","7.4E-11","2.1E-11","8.7E-12","6.3E-11","1.3E-11","2.3E-11","2.6E-12","4.2E-12","3.1E-12","6.5E-11","5.1E-12","2.3E-12","2.6E-12","2.8E-11","1.1E-11","7.6E-11"
"W-185","75.1d","0.3","2.7E-12","9.1E-11","1.5E-10","2.7E-12","2.7E-12","2.7E-12","1.5E-10","2.6E-10","1.9E-09","5.4E-09","3.4E-09","4E-10","7.1E-11","2.7E-12","2.8E-12","2.8E-12","5E-11","2.7E-12","2.7E-12","2.7E-12","3.4E-10","2.7E-12","2.7E-12","2.7E-12","2.8E-12","1.4E-11","4.4E-10"
"W-187","23.9h","0.3","2.6E-11","2.3E-10","6.7E-11","7.5E-12","1E-11","1E-11","4.5E-10","7.9E-10","3.3E-09","5.4E-09","4.2E-09","8.6E-11","4.1E-11","3.4E-11","2.2E-10","4.7E-11","5.4E-11","8.5E-12","1.3E-11","1.6E-11","7.2E-11","2.7E-11","1E-11","8.5E-12","1.1E-10","4.9E-11","6.3E-10"
"W-188","69.4d","0.3","1.6E-11","3.3E-10","9.6E-10","1.1E-11","9.8E-12","1E-11","1.7E-10","4.6E-10","6.9E-09","2.9E-08","1.6E-08","2.6E-09","4.6E-10","1.5E-11","4.7E-11","1.7E-11","3.3E-10","1E-11","1.1E-11","1.1E-11","2.3E-09","1.3E-11","1E-11","1E-11","2.6E-11","6.3E-11","2.1E-09"
"Re-177","14.0m","0.8","2.7E-12","2.4E-12","1.8E-12","6.7E-13","1E-12","1E-12","1.5E-10","2.6E-11","1.7E-11","7.5E-12","1.3E-11","2.9E-12","2.2E-12","1.7E-12","4.3E-12","8.1E-12","1.8E-12","8E-13","1.4E-12","9E-13","5.3E-12","8.8E-13","1E-12","2.5E-11","3.4E-12","2.2E-12","2.2E-11"
"Re-178","13.2m","0.8","2.3E-12","7.9E-13","7.7E-13","1.6E-13","6.9E-13","5.6E-13","1.9E-10","2.7E-11","7.9E-12","2.5E-12","5.5E-12","2.3E-12","1.4E-12","1.1E-12","2.2E-12","8.4E-12","1.1E-12","2.3E-13","9.9E-13","5.2E-13","5.3E-12","2.9E-13","5.6E-13","4.3E-12","1.9E-12","1.6E-12","2.5E-11"
